tickerID,IQ_COMPANY_NAME_LONG,IQ_BUS_SEG_PRIMARY_PIC_ABS,IQ_BUS_SEG_SECONDARY_PIC_ABS,IQ_BUS_SEG_PRIMARY_SIC_ABS,IQ_BUS_SEG_SECONDARY_SIC_ABS,IQ_INDUSTRY_SECTOR,IQ_INDUSTRY_GROUP,IQ_INDUSTRY,IQ_PRIMARY_INDUSTRY,IQ_PRIMARY_INDUSTRY_SUBSECTOR5_ID,IQ_PRIMARY_INDUSTRY_SUBSECTOR5_NAME,IQ_PRIMARY_INDUSTRY_SUBSECTOR6_ID,IQ_PRIMARY_SIC_CODE,IQ_PRIMARY_SIC_INDUSTRY,IQ_COMPANY_TYPE,IQ_PICS_CODE,IQ_BUS_SEG_NAIC_ABS
NasdaqGS:SGBK,Stonegate Bank (NasdaqGS:SGBK),Regional Banks ,0,Commercial banks (6020),0,Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Commercial Banking (522110)
NasdaqGM:NMIH,"NMI Holdings, Inc. (NasdaqGM:NMIH)",Property & Casualty Insurance ,Reinsurance ,"Fire, marine, and casualty insurance (6331)",Surety insurance (6351),Financials,Banks,Thrifts and Mortgage Finance,Thrifts and Mortgage Finance,0,0,(Invalid Subsector ID),6351,Surety insurance,Public Company,40102010,Direct Property and Casualty Insurance Carriers (524126)
NYSE:RESI,Altisource Residential Corporation (NYSE:RESI),Mortgage Real Estate Investment Trusts  (40204010),Personal Products ,Real estate investment trusts (6798),Toilet preparations (2844),Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Residential REITs,0,0,(Invalid Subsector ID),6798,Real estate investment trusts,Public Company,60101060,Other Financial Vehicles (525990)
NYSE:PLOW,"Douglas Dynamics, Inc. (NYSE:PLOW)",Construction Machinery and Heavy Trucks ,Auto Parts & Equipment ,Industrial trucks and tractors (3537),Motor vehicle parts and accessories (3714),Industrials,Capital Goods,Machinery,Construction Machinery and Heavy Trucks,0,0,(Invalid Subsector ID),3531,Construction machinery,Public Company,20106010,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing (333924)"
NasdaqGS:INTL,INTL FCStone Inc. (NasdaqGS:INTL),Investment Banking & Brokerage ,0,"Security and commodity brokers, dealers, exchanges, and services (6200)",0,Financials,Diversified Financials,Capital Markets,Investment Banking and Brokerage,7132100,Investment Banking,(Invalid Subsector ID),6200,"Security and commodity brokers, dealers, exchanges, and services",Public Company,40203020,Securities and Commodity Contracts Intermediation and Brokerage (5231)
NasdaqGS:XBKS,"Xenith Bankshares, Inc. (NasdaqGS:XBKS)",0,0,0,0,Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,0
NasdaqGS:CNXN,"PC Connection, Inc. (NasdaqGS:CNXN)",Technology Distributors ,Internet and Direct Marketing Retail ,"Computers, peripherals and software (5045)",Nonstore retailers (5960),Information Technology,Technology Hardware and Equipment,"Electronic Equipment, Instruments and Components",Technology Distributors,8133400,Communications Equipment Distribution,(Invalid Subsector ID),5961,Catalog and mail-order houses,Public Company,45203030,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers (423430)
NasdaqGM:RETA,"Reata Pharmaceuticals, Inc. (NasdaqGM:RETA)",Pharmaceuticals ,0,Pharmaceutical preparations (2834),0,Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals,6121100,Pharmaceutical Products,(Invalid Subsector ID),2836,Biological products except diagnostic,Public Company,35202010,Pharmaceutical Preparation Manufacturing (325412)
NasdaqGS:ARII,"American Railcar Industries, Inc. (NasdaqGS:ARII)",Construction Machinery and Heavy Trucks ,Aluminum ,Railroad equipment (3743),Rolling drawing and extruding of nonferrous metals (3350),Industrials,Capital Goods,Machinery,Construction Machinery and Heavy Trucks,3241300,Railroad Equipment,(Invalid Subsector ID),3743,Railroad equipment,Public Company,20106010,Railroad Rolling Stock Manufacturing (336510)
NYSE:SXC,"SunCoke Energy, Inc. (NYSE:SXC)",Diversified Metals & Mining ,0,Metal mining (1000),0,Materials,Materials,Metals and Mining,Steel,9621097,Metallurgical (Coking) Coal Mining,(Invalid Subsector ID),3312,Blast furnaces and steel mills,Public Company,15104050,Other Metal Ore Mining (21229)
NasdaqGS:PLAB,"Photronics, Inc. (NasdaqGS:PLAB)",Semiconductor Equipment ,Electronic Components ,Special industry machinery (3559),Electronic components and accessories (3670),Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductor Equipment,8211100,Semiconductor Manufacturing Machinery,(Invalid Subsector ID),3674,Semiconductors and related devices,Public Company,45301010,Semiconductor Machinery Manufacturing (333242)
NYSE:NRE,Northstar Realty Europe Corp. (NYSE:NRE),Equity Real Estate Investment Trusts  (60101040),Real Estate Development ,Real estate investment trusts (6798),Land subdividers and developers (6550),Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Office REITs,0,0,(Invalid Subsector ID),6798,Real estate investment trusts,Public Company,60101040,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120)
NasdaqGM:RVNC,"Revance Therapeutics, Inc. (NasdaqGM:RVNC)",Pharmaceuticals ,0,Drugs (2830),0,Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals,6121100,Pharmaceutical Products,(Invalid Subsector ID),2836,Biological products except diagnostic,Public Company,35202010,Pharmaceutical and Medicine Manufacturing (32541)
NasdaqGS:AMAG,"AMAG Pharmaceuticals, Inc. (NasdaqGS:AMAG)",Biotechnology ,Pharmaceuticals ,Biological products except diagnostic (2836),Drugs (2830),Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,0,0,(Invalid Subsector ID),2835,Diagnostic substances,Public Company,35201010,Biological Product (except Diagnostic) Manufacturing (325414)
NYSE:KNOP,KNOT Offshore Partners LP (NYSE:KNOP),Oil & Gas Refining & Marketing ,Oil & Gas Storage & Transportation ,Petroleum refining (2911),Freight transportation on the Great Lakes (4432),Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Storage and Transportation,9621092,Oil and Gas Tankers,(Invalid Subsector ID),4400,Water transportation,Public Company,10102040,Petroleum Refineries (324110)
NasdaqGS:SP,SP Plus Corporation (NasdaqGS:SP),Environmental & Facilities Services ,Trucking ,Automobile parking (7521),Local and suburban transit and interurban highway passenger transportation (4100),Industrials,Commercial and Professional Services,Commercial Services and Supplies,Environmental and Facilities Services,0,0,(Invalid Subsector ID),7500,"Automotive repair, services, and parking",Public Company,20201050,Parking Lots and Garages (812930)
NasdaqGS:GBLI,Global Indemnity Limited (NasdaqGS:GBLI),Property & Casualty Insurance ,Property & Casualty Insurance ,"Fire, marine, and casualty insurance (6331)","Fire, marine, and casualty insurance (6331)",Financials,Insurance,Insurance,Property and Casualty Insurance,7214100,Casualty,(Invalid Subsector ID),6351,Surety insurance,Public Company,40301040,Direct Property and Casualty Insurance Carriers (524126)
NasdaqGM:OFLX,"Omega Flex, Inc. (NasdaqGM:OFLX)",Industrial Machinery ,Diversified Metals & Mining ,Pumps and pumping equipment (3561),Fabricated structural metal products (3440),Industrials,Capital Goods,Machinery,Industrial Machinery,3072600,Pumps and Pumping Equipment,(Invalid Subsector ID),3490,Miscellaneous fabricated metal products,Public Company,20106020,Pump and Pumping Equipment Manufacturing (333911)
NYSE:MHO,"M/I Homes, Inc. (NYSE:MHO)",Homebuilding ,Real Estate Development ,Building construction – general contractors and operative builders (1500),Land subdividers and developers (6550),Consumer Discretionary,Consumer Durables and Apparel,Household Durables,Homebuilding,4113100,"Residential Construction, General Contractors and Operative Builders",(Invalid Subsector ID),1531,Operative builders,Public Company,25201030,Residential Building Construction (23611)
NYSE:UTL,Unitil Corporation (NYSE:UTL),Electric Utilities ,Gas Utilities ,Electric services (4911),Gas production and distribution (4920),Utilities,Utilities,Multi-Utilities,Multi-Utilities,0,0,(Invalid Subsector ID),4931,Electric and other services combined,Public Company,55103010,Electric Power Distribution (221122)
NYSE:TISI,"Team, Inc. (NYSE:TISI)",0,0,0,0,Industrials,Commercial and Professional Services,Commercial Services and Supplies,Environmental and Facilities Services,0,0,(Invalid Subsector ID),8734,Testing laboratories,Public Company,20201050,0
NYSE:LKSD,"LSC Communications, Inc. (NYSE:LKSD)",Commercial Printing ,Internet Software & Services ,Commercial printing (2750),Information retrieval services (7375),Industrials,Commercial and Professional Services,Commercial Services and Supplies,Commercial Printing,3111100,Printing Services,(Invalid Subsector ID),2750,Commercial printing,Public Company,20201010,Commercial Printing (except Screen and Books) (323111)
NYSE:REN,Resolute Energy Corporation (NYSE:REN),Oil & Gas Exploration & Production ,0,Natural gas liquids (1321),0,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Exploration and Production,1032200,Oil and Gas Production,(Invalid Subsector ID),1311,Crude petroleum and natural gas,Public Company,10102020,Oil and Gas Extraction (21111)
NYSE:GRC,The Gorman-Rupp Company (NYSE:GRC),Industrial Machinery ,Building Products ,Pumps and pumping equipment (3561),Plastics plumbing fixtures (3088),Industrials,Capital Goods,Machinery,Industrial Machinery,3072600,Pumps and Pumping Equipment,(Invalid Subsector ID),3561,Pumps and pumping equipment,Public Company,20106020,Pump and Pumping Equipment Manufacturing (333911)
NasdaqGS:ENTA,"Enanta Pharmaceuticals, Inc. (NasdaqGS:ENTA)",Biotechnology ,Pharmaceuticals ,Biological products except diagnostic (2836),Pharmaceutical preparations (2834),Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,0,0,(Invalid Subsector ID),2836,Biological products except diagnostic,Public Company,35201010,Biological Product (except Diagnostic) Manufacturing (325414)
NasdaqGM:LNTH,"Lantheus Holdings, Inc. (NasdaqGM:LNTH)",Health Care Supplies ,0,Surgical appliances and supplies (3842),0,Healthcare,Healthcare Equipment and Services,Healthcare Equipment and Supplies,Healthcare Supplies,0,0,(Invalid Subsector ID),2835,Diagnostic substances,Public Company,35101020,Surgical Appliance and Supplies Manufacturing (339113)
NasdaqGM:CRSP,CRISPR Therapeutics AG (NasdaqGM:CRSP),Biotechnology ,0,Commercial physical research (8731),0,Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,6111100,Gene Research and Development,(Invalid Subsector ID),2836,Biological products except diagnostic,Public Company,35201010,Research and Development in Biotechnology (541711)
NasdaqGS:ACLS,"Axcelis Technologies, Inc. (NasdaqGS:ACLS)",Semiconductor Equipment ,Diversified Support Services ,Special industry machinery (3559),Miscellaneous repair services (7600),Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductor Equipment,8211100,Semiconductor Manufacturing Machinery,(Invalid Subsector ID),3559,Special industry machinery,Public Company,45301010,Semiconductor Machinery Manufacturing (333242)
NasdaqGM:PRTK,"Paratek Pharmaceuticals, Inc. (NasdaqGM:PRTK)",Pharmaceuticals ,0,Drugs (2830),0,Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals,6121100,Pharmaceutical Products,(Invalid Subsector ID),2834,Pharmaceutical preparations,Public Company,35202010,Pharmaceutical and Medicine Manufacturing (32541)
NasdaqGS:CAMP,CalAmp Corp. (NasdaqGS:CAMP),Communications Equipment ,Internet Software & Services ,Telephone and telegraph apparatus (3661),Information retrieval services (7375),Information Technology,Technology Hardware and Equipment,Communications Equipment,Communications Equipment,8111200,Networking Equipment,(Invalid Subsector ID),3663,Radio and Television communications equipment,Public Company,45201020,Telephone Apparatus Manufacturing (334210)
NasdaqCM:UIHC,United Insurance Holdings Corp. (NasdaqCM:UIHC),Property & Casualty Insurance ,Property & Casualty Insurance ,"Fire, marine, and casualty insurance (6331)","Fire, marine, and casualty insurance (6331)",Financials,Insurance,Insurance,Property and Casualty Insurance,7214100,Casualty,(Invalid Subsector ID),6331,"Fire, marine, and casualty insurance",Public Company,40301040,Direct Property and Casualty Insurance Carriers (524126)
NYSE:SD,"SandRidge Energy, Inc. (NYSE:SD)",Oil & Gas Drilling ,Oil & Gas Equipment & Services ,Drilling oil and gas wells (1381),Oil and gas field services (1380),Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Exploration and Production,1032200,Oil and Gas Production,(Invalid Subsector ID),1311,Crude petroleum and natural gas,Public Company,10102020,Drilling Oil and Gas Wells (213111)
ASX:MSB,Mesoblast Limited (ASX:MSB),Biotechnology ,0,Biological products except diagnostic (2836),0,Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,6111850,Biological Products,(Invalid Subsector ID),2836,Biological products except diagnostic,Public Company,35201010,Biological Product (except Diagnostic) Manufacturing (325414)
NasdaqGS:LPSN,"LivePerson, Inc. (NasdaqGS:LPSN)",Internet Software & Services ,0,Information retrieval services (7375),0,Information Technology,Software and Services,Internet Software and Services,Internet Software and Services,8021200,Online Services,(Invalid Subsector ID),7370,"Computer programming, data processing, and other computer related services",Public Company,45101010,"Data Processing, Hosting, and Related Services (518)"
NasdaqGS:ANIK,"Anika Therapeutics, Inc. (NasdaqGS:ANIK)",Health Care Supplies ,Health Care Equipment ,Surgical appliances and supplies (3842),"Surgical, medical, and dental instruments and supplies (3840)",Healthcare,Healthcare Equipment and Services,Healthcare Equipment and Supplies,Healthcare Supplies,0,0,(Invalid Subsector ID),2836,Biological products except diagnostic,Public Company,35101020,Surgical Appliance and Supplies Manufacturing (339113)
NasdaqGS:DEPO,"Depomed, Inc. (NasdaqGS:DEPO)",Pharmaceuticals ,0,Drugs (2830),0,Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals,6121100,Pharmaceutical Products,(Invalid Subsector ID),2834,Pharmaceutical preparations,Public Company,35202010,Pharmaceutical and Medicine Manufacturing (32541)
NasdaqGS:NANO,Nanometrics Incorporated (NasdaqGS:NANO),Semiconductor Equipment ,Electronic Equipment & Instruments ,Special industry machinery (3559),"Measuring, analyzing, and control instruments; photographic, medical, and optical goods; and watches and clocks (3800)",Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductor Equipment,8211100,Semiconductor Manufacturing Machinery,(Invalid Subsector ID),3829,Measuring and controlling devices ,Public Company,45301010,Semiconductor Machinery Manufacturing (333242)
NYSE:EHIC,eHi Car Services Limited (NYSE:EHIC),Trucking ,Trucking ,"Automotive rental and leasing, without drivers (7510)",Local and suburban transit and interurban highway passenger transportation (4100),Industrials,Transportation,Road and Rail,Trucking,4444820,Motor Vehicle Rental and Leasing,(Invalid Subsector ID),7510,"Automotive rental and leasing, without drivers",Public Company,20304020,Automotive Equipment Rental and Leasing (5321)
NasdaqGM:CHRS,"Coherus Biosciences, Inc. (NasdaqGM:CHRS)",Biotechnology ,Pharmaceuticals ,Biological products except diagnostic (2836),Pharmaceutical preparations (2834),Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,0,0,(Invalid Subsector ID),2836,Biological products except diagnostic,Public Company,35201010,Biological Product (except Diagnostic) Manufacturing (325414)
TSX:NDQ,Novadaq Technologies Inc. (TSX:NDQ),Health Care Equipment ,Health Care Equipment ,"Surgical, medical, and dental instruments and supplies (3840)","Surgical, medical, and dental instruments and supplies (3840)",Healthcare,Healthcare Equipment and Services,Healthcare Equipment and Supplies,Healthcare Equipment,6021125,"Medical Testing, Analyzing, and Diagnostic Equipment",(Invalid Subsector ID),3845,Electromedical equipment,Public Company,35101010,Medical Equipment and Supplies Manufacturing (33911)
NasdaqGS:WRLD,World Acceptance Corporation (NasdaqGS:WRLD),Consumer Finance ,Insurance Brokers ,Personal credit institutions (6141),"Insurance agents, brokers, and service (6411)",Financials,Diversified Financials,Consumer Finance,Consumer Finance,7121100,Personal Credit Agencies,(Invalid Subsector ID),6141,Personal credit institutions,Public Company,40202010,Nondepository Credit Intermediation (5222)
NasdaqGS:SCHN,"Schnitzer Steel Industries, Inc. (NasdaqGS:SCHN)",Automotive Retail ,0,Auto and home supply stores (5531),0,Materials,Materials,Metals and Mining,Steel,0,0,(Invalid Subsector ID),5093,Scrap and waste materials,Public Company,15104050,Automotive Parts and Accessories Stores (441310)
NasdaqGS:RPXC,RPX Corporation (NasdaqGS:RPXC),Research & Consulting Services ,0,Legal services (8111),0,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services,3112630,Legal Services,(Invalid Subsector ID),6794,Patent owners and lessors,Public Company,20202020,Legal Services (5411)
NasdaqGS:CYTK,"Cytokinetics, Incorporated (NasdaqGS:CYTK)",Biotechnology ,Pharmaceuticals ,Biological products except diagnostic (2836),Drugs (2830),Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,0,0,(Invalid Subsector ID),2834,Pharmaceutical preparations,Public Company,35201010,Biological Product (except Diagnostic) Manufacturing (325414)
NasdaqGM:TRUP,"Trupanion, Inc. (NasdaqGM:TRUP)",Life & Health Insurance ,0,Hospital and medical service plans (6324),0,Financials,Insurance,Insurance,Life and Health Insurance,0,0,(Invalid Subsector ID),6324,Hospital and medical service plans,Public Company,40301020,Direct Health and Medical Insurance Carriers (524114)
NasdaqCM:VEAC,Vantage Energy Acquisition Corp. (NasdaqCM:VEAC),0,0,0,0,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks,0,0,(Invalid Subsector ID),9995,Non-operating establishments,Public Company,40203010,0
NYSE:WLKP,Westlake Chemical Partners LP (NYSE:WLKP),Commodity Chemicals ,0,Industrial organic chemicals (2860),0,Materials,Materials,Chemicals,Commodity Chemicals,2021200,Industrial Organic Chemicals,(Invalid Subsector ID),2860,Industrial organic chemicals,Public Company,15101010,Other Basic Organic Chemical Manufacturing (32519)
NYSE:CIVI,"Civitas Solutions, Inc. (NYSE:CIVI)",Healthcare Services ,0,Home health care services (8082),0,Healthcare,Healthcare Equipment and Services,Healthcare Providers and Services,Healthcare Services,6032100,Healthcare Provider Support Persons,(Invalid Subsector ID),8082,Home health care services,Public Company,35102015,Home Health Care Services (621610)
NasdaqGS:PRSC,The Providence Service Corporation (NasdaqGS:PRSC),0,0,0,0,Healthcare,Healthcare Equipment and Services,Healthcare Providers and Services,Healthcare Services,6032100,Healthcare Provider Support Persons,(Invalid Subsector ID),4100,Local and suburban transit and interurban highway passenger transportation,Public Company,35102015,0
NasdaqGS:NVMI,Nova Measuring Instruments Ltd. (NasdaqGS:NVMI),Semiconductor Equipment ,0,Special industry machinery (3559),0,Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductor Equipment,8211100,Semiconductor Manufacturing Machinery,(Invalid Subsector ID),3823,Process control instruments,Public Company,45301010,Semiconductor Machinery Manufacturing (333242)
NYSE:RYAM,Rayonier Advanced Materials Inc. (NYSE:RYAM),Commodity Chemicals ,0,"Plastic material, synthetic resins, synthetic rubber, cellulose, and other manmade fibers, except glass (2820)",0,Materials,Materials,Chemicals,Specialty Chemicals,0,0,(Invalid Subsector ID),2820,"Plastic material, synthetic resins, synthetic rubber, cellulose, and other manmade fibers, except glass",Public Company,15101050,"Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing (3252)"
NasdaqGM:APTI,"Apptio, Inc. (NasdaqGM:APTI)",Internet Software & Services ,0,Information retrieval services (7375),0,Information Technology,Software and Services,Internet Software and Services,Internet Software and Services,8021200,Online Services,(Invalid Subsector ID),7370,"Computer programming, data processing, and other computer related services",Public Company,45101010,"Data Processing, Hosting, and Related Services (518)"
NasdaqGS:RCII,"Rent-A-Center, Inc. (NasdaqGS:RCII)",Computer & Electronics Retail ,Computer & Electronics Retail ,"Radio, Television, and electronic stores (5731)",Computer and software stores (5734),Consumer Discretionary,Retailing,Specialty Retail,Computer and Electronics Retail,0,0,(Invalid Subsector ID),7350,Miscellaneous equipment rental and leasing,Public Company,25504020,Electronics Stores (443142)
NasdaqGS:VIRT,"Virtu Financial, Inc. (NasdaqGS:VIRT)",Investment Banking & Brokerage ,0,"Security and commodity brokers, dealers, exchanges, and services (6200)",0,Financials,Diversified Financials,Capital Markets,Investment Banking and Brokerage,7132200,Securities and Commodities Markets Services,(Invalid Subsector ID),6211,Security brokers and dealers,Public Company,40203020,Securities and Commodity Contracts Intermediation and Brokerage (5231)
NYSE:VRTV,Veritiv Corporation (NYSE:VRTV),Trading Companies & Distributors ,0,Paper and paper products - wholesale (5110),0,Industrials,Capital Goods,Trading Companies and Distributors,Trading Companies and Distributors,3081100,Machinery Distribution,(Invalid Subsector ID),5110,Paper and paper products - wholesale,Public Company,20107010,Paper and Paper Product Merchant Wholesalers (4241)
NYSE:UIS,Unisys Corporation (NYSE:UIS),Application Software ,"Technology Hardware, Storage and Peripherals ",Prepackaged software (7372),Electronic computers (3571),Information Technology,Software and Services,IT Services,IT Consulting and Other Services,8031100,Information Technology (IT) Consulting,(Invalid Subsector ID),7373,Computer integrated systems design,Public Company,45102010,Software Publishers (511210)
NYSE:NR,"Newpark Resources, Inc. (NYSE:NR)",0,0,0,0,Energy,Energy,Energy Equipment and Services,Oil and Gas Equipment and Services,1022200,Oil and Gas Field Services,(Invalid Subsector ID),5160,Chemicals and allied products - wholesale,Public Company,10101020,0
NasdaqGS:PRFT,"Perficient, Inc. (NasdaqGS:PRFT)",IT Consulting & Other Services ,Internet Software & Services ,Computer related services (7379),Information retrieval services (7375),Information Technology,Software and Services,IT Services,IT Consulting and Other Services,8031100,Information Technology (IT) Consulting,(Invalid Subsector ID),7370,"Computer programming, data processing, and other computer related services",Public Company,45102010,Computer Systems Design and Related Services (5415)
AMEX:REI,"Ring Energy, Inc. (AMEX:REI)",Oil & Gas Exploration & Production ,0,Crude petroleum and natural gas (1311),0,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Exploration and Production,1032200,Oil and Gas Production,(Invalid Subsector ID),1311,Crude petroleum and natural gas,Public Company,10102020,Oil and Gas Extraction (21111)
NasdaqGS:EDIT,"Editas Medicine, Inc. (NasdaqGS:EDIT)",Biotechnology ,0,Commercial physical research (8731),0,Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,6111100,Gene Research and Development,(Invalid Subsector ID),2836,Biological products except diagnostic,Public Company,35201010,Research and Development in Biotechnology (541711)
NasdaqGS:BDGE,"Bridge Bancorp, Inc. (NasdaqGS:BDGE)",Regional Banks ,Insurance Brokers ,Commercial banks (6020),"Insurance agents, brokers, and service (6411)",Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Commercial Banking (522110)
NYSE:FF,FutureFuel Corp. (NYSE:FF),Specialty Chemicals ,Commodity Chemicals ,Cyclic crudes and intermediates (2865),Industrial organic chemicals (2860),Materials,Materials,Chemicals,Specialty Chemicals,0,0,(Invalid Subsector ID),2860,Industrial organic chemicals,Public Company,15101050,Synthetic Dye and Pigment Manufacturing (325130)
NasdaqCM:FLIC,The First of Long Island Corporation (NasdaqCM:FLIC),Regional Banks ,0,Commercial banks (6020),0,Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Commercial Banking (522110)
NasdaqGS:QTNA,"Quantenna Communications, Inc. (NasdaqGS:QTNA)",Communications Equipment ,Semiconductors ,Telephone and telegraph apparatus (3661),Semiconductors and related devices (3674),Information Technology,Technology Hardware and Equipment,Communications Equipment,Communications Equipment,8111200,Networking Equipment,(Invalid Subsector ID),3674,Semiconductors and related devices,Public Company,45201020,Telephone Apparatus Manufacturing (334210)
NasdaqGS:FARO,"FARO Technologies, Inc. (NasdaqGS:FARO)",Electronic Equipment & Instruments ,Systems Software ,"Measuring, analyzing, and control instruments; photographic, medical, and optical goods; and watches and clocks (3800)",Prepackaged software (7372),Information Technology,Technology Hardware and Equipment,"Electronic Equipment, Instruments and Components",Electronic Equipment and Instruments,8131200,"Measuring, Analyzing, and Controlling Instruments",(Invalid Subsector ID),3829,Measuring and controlling devices ,Public Company,45203010,Electromedical and Electrotherapeutic Apparatus Manufacturing (334510)
NYSE:CRY,"CryoLife, Inc. (NYSE:CRY)",Biotechnology ,0,Biological products except diagnostic (2836),0,Healthcare,Healthcare Equipment and Services,Healthcare Equipment and Supplies,Healthcare Equipment,6021100,Medical Equipment,(Invalid Subsector ID),3842,Surgical appliances and supplies,Public Company,35101010,Biological Product (except Diagnostic) Manufacturing (325414)
NasdaqGS:ITRN,Ituran Location and Control Ltd. (NasdaqGS:ITRN),Electronic Components ,Communications Equipment ,Electronic components and accessories (3670),Radio and Television communications equipment (3663),Information Technology,Software and Services,IT Services,Data Processing and Outsourced Services,0,0,(Invalid Subsector ID),4899,Communication services ,Public Company,45102020,Semiconductor and Other Electronic Component Manufacturing (33441)
NasdaqGS:VIVO,"Meridian Bioscience, Inc. (NasdaqGS:VIVO)",Health Care Equipment ,0,"Surgical, medical, and dental instruments and supplies (3840)",0,Healthcare,Healthcare Equipment and Services,Healthcare Equipment and Supplies,Healthcare Supplies,0,0,(Invalid Subsector ID),2835,Diagnostic substances,Public Company,35101020,Medical Equipment and Supplies Manufacturing (33911)
NasdaqGS:EXXI,"Energy XXI Gulf Coast, Inc. (NasdaqGS:EXXI)",Oil & Gas Exploration & Production ,0,Crude petroleum and natural gas (1311),0,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Exploration and Production,1032200,Oil and Gas Production,(Invalid Subsector ID),1381,Drilling oil and gas wells,Public Company,10102020,Oil and Gas Extraction (21111)
NasdaqGS:CAC,Camden National Corporation (NasdaqGS:CAC),Regional Banks ,Insurance Brokers ,Commercial banks (6020),"Insurance agents, brokers, and service (6411)",Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Commercial Banking (522110)
NasdaqGM:AKBA,"Akebia Therapeutics, Inc. (NasdaqGM:AKBA)",Biotechnology ,Pharmaceuticals ,Biological products except diagnostic (2836),Drugs (2830),Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,0,0,(Invalid Subsector ID),2836,Biological products except diagnostic,Public Company,35201010,Biological Product (except Diagnostic) Manufacturing (325414)
NYSE:ATW,"Atwood Oceanics, Inc. (NYSE:ATW)",Oil & Gas Drilling ,0,Drilling oil and gas wells (1381),0,Energy,Energy,Energy Equipment and Services,Oil and Gas Drilling,1021100,Oil Rig Services,(Invalid Subsector ID),1381,Drilling oil and gas wells,Public Company,10101010,Drilling Oil and Gas Wells (213111)
NasdaqGS:DHIL,"Diamond Hill Investment Group, Inc. (NasdaqGS:DHIL)",Investment Banking & Brokerage ,0,Security brokers and dealers (6211),0,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks,7132310,Investment Advice,(Invalid Subsector ID),6282,Investment advice,Public Company,40203010,Securities Brokerage (523120)
NYSE:INSW,"International Seaways, Inc. (NYSE:INSW)",Oil & Gas Storage & Transportation ,0,Water transportation of freight  (4449),0,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Storage and Transportation,9621092,Oil and Gas Tankers,(Invalid Subsector ID),4412,Deep sea foreign transportation of freight,Public Company,10102040,Deep Sea Freight Transportation (483111)
NasdaqGS:MSBI,"Midland States Bancorp, Inc. (NasdaqGS:MSBI)",Regional Banks ,0,Commercial banks (6020),0,Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Commercial Banking (522110)
