month,raw_string,spend,company_name,symbol
2014-11-01,WAL MART  2129,495713,"Wal-Mart Stores, Inc.",WMT
2015-10-01,TOM THUMB STOR00035725,22187,Tom Thumb,Alberstons
2014-06-01,FAMILY DOLLAR #6856,302,Family Dollar,DLTR
2015-08-01,ALBERTSONS #6572,7476,Alberstons,Alberstons
2015-10-01,ANN TAYLOR LOFT #1793,3163,LOFT,ASNA
2015-03-01,APPLEBEES 754260475423,2060,Applebee's Neighborhood Bar & Grill,DIN
2014-04-01,STAPLES       00113282,6211,Staples,SPLS
2015-12-01,WALGREENS #5476,10579,Walgreens,WBA
2013-12-01,SHOE CARNIVAL #0239,1881,"Shoe Carnival, Inc.",SCVL
2016-07-01,GRUBHUBGOLDENRICEBOWL,423,Grubhub.com,GRUB
2013-12-01,DOLLAR RAC DFW,29254,Dollar,HTZ
2015-09-01,BURGER KING #10214,199,Burger King,QSR-TSE
2015-09-01,AUTOZONE #0939,3114,Autozone,AZO
2014-10-01,TACO BELL 19748,920,Taco Bell,YUM
2013-12-01,GAMESTOP #4992,4867,Gamestop,GME
2014-08-01,MCDONALD'S F14195,574,McDonalds Corporation,MCD
2014-03-01,DOLRTREE 2220 00022202,226,Dollar Tree,DLTR
2015-09-01,TACO BELL #3157,204,Taco Bell,YUM
2015-07-01,MCDONALD'S F7828,866,McDonalds Corporation,MCD
2015-11-01,GNC #7381,722,GNC,GNC
2016-05-01,OSHKOSH #0087,1810,Osh Kosh B'Gosh,CRI
2016-02-01,GUCCI #712,28456,Gucci,KER-PAR
2013-12-01,BUFFALO WILD WINGS 043,821,Buffalo Wild Wings,BWLD
2014-04-01,BARNES & NOBLE #1847,7701,Barnes & Noble Booksellers,BKS
2016-01-01,T MOBILE 4386,864,T-Mobile,TMUS
2016-07-01,JCPENNEY 0539,857,"J.C Penney Company, Inc.",JCP
2014-01-01,BARNES & NOBLE #2865,4448,Barnes & Noble Booksellers,BKS
2015-12-01,OFFICE DEPOT #307,6112,Office Depot,ODP
2015-09-01,DUNKIN #344002     Q35,188,Dunkin' Donuts,DNKN
2015-07-01,DD/BR  #352613       Q35,495,Dunkin' Donuts,DNKN
2014-02-01,BEST BUY      00008664,26019,Best Buy,BBY
2015-12-01,AUTOZONE #1411,898,Autozone,AZO
2015-11-01,STARBUCKS #19571 PASADENA,1921,Starbuck's,SBUX
2016-05-01,OREILLY AUTO  00039750,1738,"O Reilly Automotive, Inc.",ORLY
2015-09-01,BURGER KING #16844,134,Burger King,QSR-TSE
2013-12-01,GIANT 6072,17482,Giant,AD-AMS
2013-12-01,GIANT 6072,17482,Stop & Shop,AD-AMS
2016-02-01,PAPA JOHN'S #02573.COM,406,"Papa John's International, Inc.",PZZA
2016-03-01,DOMINO'S 7681,840,"Domino's Pizza, Inc.",DPZ
2015-03-01,HYATT REGENCY HOTEL PRCTN,5742,Hyatt Regency,H
2014-01-01,KMART 7293,4120,K Mart,SHLD
2014-01-01,KMART 7293,4120,Kmart Pharmacy,SHLD
2014-01-01,KMART 7293,4120,K Mart,SHLD
2015-06-01,FRYS-MKTPLACE #641     PHOENIX      AZUS,2734,Fry's,KR
2015-10-01,KOHL'S 1186,9628,Kohl's,KSS
2014-02-01,TM *LARRY THE CABLE GU,7872,Ticketmaster,LMCA
2014-12-01,WINN-DIXIE   #0487,37127,Winn-Dixie,SEG
2014-10-01,LUCKY #715 HAYWARD,12947,Lucky,Alberstons
2013-11-01,BIG LOTS #4646,4616,"Big Lots, Inc.",BIG
2013-11-01,BIG LOTS STORES    1867,1562,"Big Lots, Inc.",BIG
2014-04-01,STAPLES       00118349,3252,Staples,SPLS
2015-09-01,CHAMPS CAFE,112,Champs Sports,FL
2016-06-01,SONIC DRIVE IN #6170,3142,Sonic Corp.,SONC
2015-01-01,BUFFALO WILD WINGS 0293,2191,Buffalo Wild Wings,BWLD
2015-07-01,OFFICE DEPOT #2387,9085,Office Depot,ODP
2013-12-01,STARBUCKS D PD32351504,995,Starbuck's,SBUX
2015-06-01,JACK IN THE BOX #0353,1077,Jack in the Box Inc.,JACK
2014-04-01,MARRIOTT @ PENN SQ LN F&B,1309,Marriott Hotels,MAR
2015-06-01,ANTHROPOLOGIE #467,13105,Anthropologie,URBN
2015-07-01,ORCHARD SUPPLY #211,10901,Orchard Supply Hardware,LOW
2015-11-01,WAL-MART #0937,60777,"Wal-Mart Stores, Inc.",WMT
2014-06-01,WALGREENS #7054,1626,Walgreens,WBA
2015-02-01,STARBUCKS #10897 COLORADO,405,Starbuck's,SBUX
2016-06-01,WAL-MART #1900,82356,"Wal-Mart Stores, Inc.",WMT
2015-02-01,RITE AID STORE #11505,373,Rite Aid,RAD
2014-01-01,PIZZA HUT 316203162211,336,Pizza Hut,YUM
2014-12-01,STARBUCKS A   20261509,491,Starbuck's,SBUX
2013-11-01,OREILLY AUTO  00031807,1194,"O Reilly Automotive, Inc.",ORLY
2016-03-01,KROGER #752,55102,Kroger Fuel,KR
2016-03-01,KROGER #752,55102,Kroger,KR
2014-09-01,PIZZA HUT 024514,1014,Pizza Hut,YUM
2016-03-01,DOLLAR-GENERAL #6144,237,Dollar General Corporation,DG
2016-07-01,HARRIS TEETER #423,43409,Harris Teeter,KR
2014-10-01,SHOPTRN*COSTPLUSWORLD,24873,Cost Plus,BBBY
2016-03-01,KFC J718145   48600480,311,KFC,YUM
2016-05-01,WALGREENS #10392,2170,Walgreens,WBA
2016-03-01,SAMS CLUB #6330,7442,Sam's Club,WMT
2015-09-01,LIDS 5136,1044,Lids,GCO
2013-12-01,DOUBLETREE BIRMINGHAM,4110,DoubleTree,HLT
2015-04-01,REGAL METRO 12,1074,Regal Cinemas,RGC
2015-10-01,MCDONALD'S F21304,2569,McDonalds Corporation,MCD
2016-01-01,VAN HEUSEN #513,944,Van Heusen,PVH
2015-06-01,KROGER #332,48857,Kroger Fuel,KR
2015-06-01,KROGER #332,48857,Kroger,KR
2015-05-01,POPEYES #5828,774,"Popeyes Louisiana Kitchen, Inc.",QSR-TSE
2015-05-01,POPEYES #5828,774,"Popeyes Louisiana Kitchen, Inc.",PLKI
2015-10-01,MICHAELS STORES 6755,1896,"Michaels Cos., Inc.",MIK
2014-11-01,PAYPAL *DOLLARGENER,747,Dollar General Corporation,DG
2014-01-01,JACK IN THE BOX #1122,323,Jack in the Box Inc.,JACK
2015-01-01,FOOD LION #0541,2652,Food Lion,AD-AMS
2015-03-01,ANTHROPOLOGIE #471 US,-269,Anthropologie,URBN
2016-05-01,BURGER KING   12142006,142,Burger King,QSR-TSE
2015-08-01,TACO BELL 4794,550,Taco Bell,YUM
2013-11-01,T MOBILE NO 8536,3889,T-Mobile,TMUS
2014-03-01,BURGER KING #5883  Q07,117,Burger King,QSR-TSE
2015-10-01,WALGREENS #10145,3340,Walgreens,WBA
2016-01-01,DUNKIN #349809     Q35,246,Dunkin' Donuts,DNKN
2014-10-01,CASEYS GEN STORE 1096,664,"Caseys General Stores, Inc",CASY
2015-01-01,WAL-MART #0140,5382,"Wal-Mart Stores, Inc.",WMT
2016-02-01,DOLLAR-GENERAL #1749,396,Dollar General Corporation,DG
2016-02-01,OREILLY AUTO  00047704,1125,"O Reilly Automotive, Inc.",ORLY
2014-10-01,MARSHALLS #0766,936,Marshalls,TJX
2013-11-01,MICHAELS STORES 9601,7113,"Michaels Cos., Inc.",MIK
2015-08-01,DOLRTREE 1999 00019992,630,Dollar Tree,DLTR
2016-01-01,PANERA BREAD #601525,1244,Panera Bread Company,PNRA
2015-08-01,MCDONALD'S F32611,1033,McDonalds Corporation,MCD
2015-03-01,PIZZA HUT # 023625,490,Pizza Hut,YUM
2015-10-01,JACK IN THE BOX #0108,671,Jack in the Box Inc.,JACK
2013-11-01,MCDONALD'S F5912,280,McDonalds Corporation,MCD
2016-05-01,KROGER FUEL #4424,2089,Kroger Fuel,KR
2014-10-01,RITE AID STORE #11585,577,Rite Aid,RAD
2014-11-01,DD/BR #351484      Q35,119,Dunkin' Donuts,DNKN
2015-10-01,MCDONALD'S F18213,236,McDonalds Corporation,MCD
2016-01-01,MCDONALD'S F16281      GLENDALE     AZUS,116,McDonalds Corporation,MCD
2016-04-01,TACO BELL #15309,1455,Taco Bell,YUM
2016-03-01,ANN TAYLOR LOFT #1517,1610,LOFT,ASNA
2016-07-01,MCDONALD'S F26344,286,McDonalds Corporation,MCD
2014-05-01,WAL-MART #2626,9779,"Wal-Mart Stores, Inc.",WMT
2014-05-01,COMFORT INN CHESTER,4102,Comfort Inn,CHH
2014-03-01,AVIS RENT A CAR,100155,Avis,CAR
2013-11-01,POTTERY BARN 0909,1282,Pottery Barn,WSM
2016-01-01,BURLINGTON SHOE 0228,1829,Burlington Shoes,BURL
2013-12-01,RITE AID STORE #11491,1559,Rite Aid,RAD
2014-11-01,SPRINT STORE #771,1521,Sprint,S
2014-12-01,CBANKS #631,2373,Christopher & Banks,CBK
2014-02-01,BI-LO GROCERY #5604,2351,BI-LO,SEG
2015-03-01,PUBLIX #1358,28347,Publix Super Markets,PUSH
2015-11-01,MARRIOTT'S GRIZZLY HAC,1714,Marriott Hotels,MAR
2015-05-01,WAL-MART #5075,20173,"Wal-Mart Stores, Inc.",WMT
2015-05-01,WAL-MART #5075,20173,"Wal-Mart Stores, Inc.",WMT
2014-08-01,DISNEY STORE #738,7269,Disney,DIS
2014-05-01,DUNKIN #330064     Q35,287,Dunkin' Donuts,DNKN
2016-06-01,LOWES #00492*,9169,Lowe's,LOW
2014-10-01,INGLES MARKETS #29,1475,Ingles Markets,IMKTA
2015-01-01,WAL-MART #0870,38389,"Wal-Mart Stores, Inc.",WMT
2015-11-01,LUMBER LIQUIDATORS 1264,5488,Lumber Liquidators,LL
2015-09-01,MURPHY7156ATWALMRT,11877,"Murphy USA, Inc.",MUSA
2016-03-01,CATO #613,671,Cato,CATO
2016-02-01,APPLEBEES 082097582910,3146,Applebee's Neighborhood Bar & Grill,DIN
2014-08-01,WENDYS 0136,656,Wendy's,WEN
2014-06-01,NORDSTROM #0222,409201,Nordstrom,JWN
2016-01-01,SAVE-A-LOT # 678,405,Save-A-Lot,SVU
2015-09-01,FAMOUS FOOTWEAR #2794,1307,Famous Footwear,CAL
2014-06-01,PRI-MART 1,625,Primark,ABF-LON
2016-03-01,WALGREENS #4101,3334,Walgreens,WBA
2014-09-01,VERIZON WRLS M9437-01,3717,Verizon Wireless,VZ
2016-04-01,PAPA MURPHY'S WI035,581,Papa Murphy's,FRSH
2014-01-01,THE HOME DEPOT 111,49468,Home Depot,HD
2014-01-01,ANN TAYLOR STORE #1151,1140,Ann Taylor,ASNA
2014-01-01,ANN TAYLOR STORE #1151,1140,Ann Taylor,ASNA
2014-12-01,RED ROBIN ROSEVILL,776,Red Robin Gourmet Burgers,RRGB
2016-02-01,WALGREENS #4403,511,Walgreens,WBA
2014-12-01,WM SUPERCENTER #645,73559,"Wal-Mart Stores, Inc.",WMT
2016-04-01,MCDONALD'S F7345,278,McDonalds Corporation,MCD
2013-11-01,STARBUCKS #02526 FORT WAY,1026,Starbuck's,SBUX
2016-05-01,DENNY'S #6759,626,Denny's,DENN
2015-09-01,SPRINGHILL SUITES-I-17,2109,SpringHill Suits,MAR
2015-08-01,ROSS STORES #1595,13254,"Ross Stores, Inc.",ROST
2016-07-01,STARBUCKS STORE 06448,833,Starbuck's,SBUX
2015-01-01,STOP & SHOP 0088,3789,Stop & Shop,AD-AMS
2015-01-01,WALGREENS #5954,9786,Walgreens,WBA
2014-12-01,STARBUCKS #02327 ST LOUIS,175,Starbuck's,SBUX
2016-03-01,SAMSCLUB 8153 GAS,1915,Sam's Club,WMT
2014-02-01,WALGREENS #4382,1799,Walgreens,WBA
2014-10-01,WALGREENS #3022,165,Walgreens,WBA
2013-11-01,KROGER #415,56366,Kroger Fuel,KR
2013-11-01,KROGER #415,56366,Kroger,KR
2015-01-01,AUTOZONE 4025,276,Autozone,AZO
2015-01-01,AUTOZONE 4025,276,Autozone,AZO
2015-07-01,GAMESTOP #4294,1654,Gamestop,GME
2014-12-01,STOP & SHOP 0509,11732,Stop & Shop,AD-AMS
2015-03-01,KANGAROO EXP # 399,3319,Kangaroo Express,ATD.B-TSE
2014-10-01,ANN TAYLOR #380,1041,Ann Taylor,ASNA
2016-03-01,BOB EVANS REST #0020,504,Bob Evans,BOBE
2015-08-01,STARBUCKS #09344 SANTA BA,1118,Starbuck's,SBUX
2014-09-01,TACO BELL 05323,979,Taco Bell,YUM
2014-11-01,FOOD LION #2532,1492,Food Lion,AD-AMS
2014-06-01,MCDONALD'S F5620,158,McDonalds Corporation,MCD
2016-03-01,CHIPOTLE 2362,1180,Chipotle,CMG
2016-07-01,TACO BELL #020912,671,Taco Bell,YUM
2015-07-01,RUBY TUESDAY #7087,759,Ruby Tuesday,RT
2014-02-01,FAMILY DOLLAR #6591,271,Family Dollar,DLTR
2016-06-01,FAMOUSFOOTWEAR#3406,1361,Famous Footwear,CAL
2015-10-01,SEARS ROEBUCK   1974,11774,Sears,SHLD
2015-12-01,RESIDENCE INNS PLEASAN,4626,Residence Inn,MAR
2015-02-01,WAL-MART #4384,25079,"Wal-Mart Stores, Inc.",WMT
2015-02-01,STARBUCKS #07414 NEW YORK,334,Starbuck's,SBUX
2016-03-01,IHOP #3226,1029,IHOP,DIN
2015-12-01,DUNKIN #302734     Q35,310,Dunkin' Donuts,DNKN
2014-01-01,CHEESECAKE WEST DES MOINE,18260,Cheesecake Factory Incorporated,CAKE
2015-03-01,AT&T 0268,3492,AT&T,T
2016-04-01,RITE AID STORE - 10256,19420,Rite Aid,RAD
2016-07-01,BURGER KING #3997,174,Burger King,QSR-TSE
2015-06-01,CARTERS #836,987,"Carter's, Inc.",CRI
2015-05-01,TACO BELL 000400041616,144,Taco Bell,YUM
2014-05-01,ULTA #632,4644,"Ulta Salon, Cosmetics & Fragrance, Inc.",ULTA
2014-08-01,WENDYS #002,1779,Wendy's,WEN
2014-10-01,WAL-MART #5028,24161,"Wal-Mart Stores, Inc.",WMT
2013-11-01,MCDONALD'S M5475 OF MD,93,McDonalds Corporation,MCD
2016-05-01,MCDONALD'S F10999,798,McDonalds Corporation,MCD
2016-01-01,KFC/LJS #132,446,KFC,YUM
2015-02-01,GNC #00425,868,GNC,GNC
2015-11-01,J CREW FACTORY 166,1425,J. Crew Factory,JCG
2015-09-01,HOMEDEPOT.COM          800-430-3376  GA,1910,Home Depot,HD
2016-07-01,GNC #06753,1079,GNC,GNC
2015-10-01,UNDER ARMOUR GTB,2149,Under Armour,UA
2014-08-01,DUANE READE #14265,4199,Duane Reade,WBA
2016-03-01,WINN-DIXIE   #0244,3704,Winn-Dixie,SEG
2014-09-01,BATH & BODY WORKS 1543,672,Bath & Body Works,LB
2014-10-01,KFC G984002   86040029,516,KFC,YUM
2015-08-01,DUNKIN #340436     Q35,2434,Dunkin' Donuts,DNKN
2015-08-01,ECONO LODGE OF LIMON,2204,Econo Lodge,CHH
2014-08-01,ALBERTSONS #182,33115,Alberstons,Alberstons
2015-12-01,THE VITAMIN SHOPPE#480,1968,"Vitamin Shoppe, Inc.",VSI
2015-12-01,THE VITAMIN SHOPPE#480,1968,"Vitamin Shoppe, Inc.",VSI
2014-11-01,STARBUCKS #10492 SAN JACI,500,Starbuck's,SBUX
2015-10-01,HOLLISTER #416,2612,Hollister Co.,ANF
2014-01-01,PUBLIX #204,9456,Publix Super Markets,PUSH
2016-03-01,APPLEBEES     39100326,748,Applebee's Neighborhood Bar & Grill,DIN
2016-04-01,HOLLISTER #261,3608,Hollister Co.,ANF
2015-08-01,SHOE CARNIVAL #0423,907,"Shoe Carnival, Inc.",SCVL
2015-05-01,CVS/PHARMACY #05515,3061,CVS Pharmacy,CVS
2014-04-01,MCDONALD'S M5670  OF F,323,McDonalds Corporation,MCD
2015-09-01,RITE AID STORE - 11918,5728,Rite Aid,RAD
2015-10-01,WAL-MART #1256,4847,"Wal-Mart Stores, Inc.",WMT
2016-07-01,KMART 3340,6846,K Mart,SHLD
2016-07-01,KMART 3340,6846,K Mart,SHLD
2015-06-01,KOHL'S #1146,6513,Kohl's,KSS
2014-06-01,RITE AID STORE 7193,512,Rite Aid,RAD
2016-07-01,AUTOZONE #1886,1212,Autozone,AZO
2016-03-01,STARBUCKS #21313 TOOELE,529,Starbuck's,SBUX
2015-01-01,FOOT LOCKER 07950,1121,Foot Locker,FL
2015-11-01,WENDY'S #11460,571,Wendy's,WEN
2014-12-01,GAMESTOP #3706,1827,Gamestop,GME
2016-06-01,CVS/PHARMACY #07508,164,CVS Pharmacy,CVS
2014-01-01,PANERA BREAD #3731 1285 BOARDMAN ROAD,12651,Panera Bread Company,PNRA
2013-11-01,BOB EVANS REST #546,543,Bob Evans,BOBE
2015-01-01,CARQUEST 3146,989,Car Quest,AAP
2014-12-01,B&N BOOKST SAG-V-S-U#4289,3164,Barnes & Noble Booksellers,BKS
2015-02-01,MARRIOTT 337UA WATERSIDE,35898,Marriott Hotels,MAR
2014-07-01,COACH         00050518,10405,Coach,COH
2014-03-01,TARGET        00011718,52481,Target Corporation,TGT
2015-05-01,CVS/PHARMACY #08378,5262,CVS Pharmacy,CVS
2015-04-01,COST CUTTERS SAN BRUNO,283,Cost Cutters,RGS
2016-06-01,MCDONALD'S F5632,280,McDonalds Corporation,MCD
2015-05-01,TILLYS #152,2573,Tillys,TLYS
2016-03-01,PAPA MURPHY'S CA053,537,Papa Murphy's,FRSH
2015-12-01,STARBUCKS #09213 SAN FRAN,2534,Starbuck's,SBUX
2015-03-01,SAFEWAY STORE 00003228,61935,Safeway,Alberstons
2015-05-01,LIDS 5277,510,Lids,GCO
2014-01-01,WAL-MART #4332,38633,"Wal-Mart Stores, Inc.",WMT
2014-03-01,WENDYS-TFL #0309,268,Wendy's,WEN
2016-03-01,STARBUCKS #09918 BRENTWOO,135,Starbuck's,SBUX
2016-02-01,SAMSCLUB 6383 GAS,720,Sam's Club,WMT
2016-04-01,TARGET DALY CITY SERRAMON,2974,Target Corporation,TGT
2014-03-01,CATO 1331,2614,Cato,CATO
2014-09-01,GUESS #3241,2776,Guess?,GES
2015-02-01,CVS/PHARMACY #09599,4792,CVS Pharmacy,CVS
2016-04-01,CVS/PHARMACY #00497,1930,CVS Pharmacy,CVS
2016-02-01,KMART 7624,5200,K Mart,SHLD
2016-02-01,KMART 7624,5200,K Mart,SHLD
2015-12-01,KANGAROO EXPRESS 3138,4297,Kangaroo Express,ATD.B-TSE
2014-08-01,FRYS-FOOD-DRG 0674,38132,Fry's,KR
2015-11-01,DUNKIN #300299     Q35,1476,Dunkin' Donuts,DNKN
2015-05-01,THE OLIVE GARD00013300,1730,Olive Garden,DRI
2014-08-01,PANERA BREAD #3710,2448,Panera Bread Company,PNRA
2015-07-01,DOMINO'S 7573,445,"Domino's Pizza, Inc.",DPZ
2015-10-01,IHOP #36-089,940,IHOP,DIN
2013-11-01,KMART 7028,1603,K Mart,SHLD
2013-11-01,KMART 7028,1603,K Mart,SHLD
2014-12-01,PAPA MURPHY'S TX125,234,Papa Murphy's,FRSH
2015-10-01,VITAMIN SHOPPE#354,778,"Vitamin Shoppe, Inc.",VSI
2015-10-01,VITAMIN SHOPPE#354,778,"Vitamin Shoppe, Inc.",VSI
2014-07-01,OREILLY AUTO  00026013,2101,"O Reilly Automotive, Inc.",ORLY
2015-01-01,WAL-MART #3179,17906,"Wal-Mart Stores, Inc.",WMT
2015-01-01,WAL-MART #3179,17906,"Wal-Mart Stores, Inc.",WMT
2015-12-01,BEST BUY      00025072,17373,Best Buy,BBY
2014-02-01,THE HABIT N.HOLLYWOOD 36,1387,Habit Burger Grill,HABT
2014-02-01,OREILLY AUTO  00027730,4400,"O Reilly Automotive, Inc.",ORLY
2014-03-01,TACO BELL #16896,141,Taco Bell,YUM
2014-07-01,AT&T 3BRT 14902,2717,AT&T,T
2015-10-01,TACO BELL #27810,183,Taco Bell,YUM
2014-06-01,WALGREENS #15436,1782,Walgreens,WBA
2015-04-01,FOOT LOCKER 25013,1283,Foot Locker,FL
2014-12-01,JUSTICE #0819,883,Justice,ASNA
2014-10-01,MURPHY6614ATWALMRT,8527,"Murphy USA, Inc.",MUSA
2016-07-01,WALGREENS #11659,4692,Walgreens,WBA
2014-10-01,HAMPTON INN AAN,3256,Hampton by Hilton,HLT
2015-03-01,HAMPTON INNS SEDONA,6340,Hampton by Hilton,HLT
2016-05-01,THE MENS WEARHOUSE #2735,4865,Men's Wearhouse,TLRD
2015-02-01,DOLLAR GENERAL # 11306,754,Dollar General Corporation,DG
2014-11-01,STARBUCKS #08565 JACKSONV,1512,Starbuck's,SBUX
2016-04-01,DUNKIN #346041     Q35,310,Dunkin' Donuts,DNKN
2014-08-01,DOLRTREE 148  00001487,699,Dollar Tree,DLTR
2014-04-01,BURLINGTON COA00005603,1296,"Burlington Stores, Inc.",BURL
2016-05-01,MURPHY EXPRESS 8616,964,"Murphy USA, Inc.",MUSA
2014-06-01,BUFFALO WILD WINGS 0388,1768,Buffalo Wild Wings,BWLD
2015-04-01,HYATT HOTELS CRYSTAL F/B,1011,Hyatt,H
2015-05-01,BURGER KING #10675,462,Burger King,QSR-TSE
2016-05-01,FOOT LOCKER 10491,2406,Foot Locker,FL
2014-08-01,WALGREENS #13725,2543,Walgreens,WBA
2014-01-01,THE HOME DEPOT #8453,37353,Home Depot,HD
2015-08-01,MARSHALLS #0027,802,Marshalls,TJX
2014-12-01,SAVE A LOT #24903,2568,Save-A-Lot,SVU
2015-07-01,OREILLY AUTO  00033399,1770,"O Reilly Automotive, Inc.",ORLY
2015-07-01,FREDS         00019455,358,"Fred's, Inc.",FRED
2014-05-01,IHOP- 1489,1594,IHOP,DIN
2015-08-01,WALGREENS #9843,5065,Walgreens,WBA
2014-06-01,PAYPAL *MANHATTANBE,669,Manhattan,PERY
2014-02-01,KROGER FUEL #9550,2958,Kroger Fuel,KR
2015-09-01,MICHAELS STORES 1055,4333,"Michaels Cos., Inc.",MIK
2013-11-01,WHBM #3637,1326,White House Black Market,CHS
2014-06-01,PAPA JOHN'S #01033,290,"Papa John's International, Inc.",PZZA
2016-06-01,DUNKIN #353211       Q35,131,Dunkin' Donuts,DNKN
2014-10-01,TRACTOR SUPPLY CO #704,4731,Tractor Supply Company,TSCO
2014-07-01,ANN TAYLOR LOFT #683,1715,LOFT,ASNA
2016-05-01,AEROPOSTALE #816,2048,Aeropostale,AROPQ
2016-04-01,DOMINO'S 5585,1496,"Domino's Pizza, Inc.",DPZ
2015-08-01,DENNY'S #7186,517,Denny's,DENN
2014-08-01,SEARS ROEBUCK   1624,1522,Sears,SHLD
2014-11-01,SUPER VALUE CABLE BEACH,3068,SUPERVALU INC.,SVU
2014-04-01,BURGER KING #2166,225,Burger King,QSR-TSE
2015-03-01,PAPA MURPHY'S OR103,829,Papa Murphy's,FRSH
2015-10-01,SALLY BEAUTY #2641,1250,Sally Beauty Supply,SBH
2014-01-01,FRED M FUEL # 9025 Q76,11678,Fred Meyer,KR
2016-04-01,SAVE-A-LOT #24392,834,Save-A-Lot,SVU
2015-02-01,MCDONALD'S F18812,2060,McDonalds Corporation,MCD
2014-04-01,ADVANCE AUTO PARTS #9027,1346,Advance Auto Parts,AAP
2016-01-01,WM SUPERCENTER  3237,21638,"Wal-Mart Stores, Inc.",WMT
2016-04-01,COACH INC 6003,4295,Coach,COH
2016-03-01,MACY'S EAST #686 00000068,7497,Macy's Inc,M
2014-11-01,SOMA INTIMATE #5297,2358,Soma,CHS
2016-02-01,MCDONALD'S F11884,530,McDonalds Corporation,MCD
2016-02-01,MURPHY7180ATWALMRT,3296,"Murphy USA, Inc.",MUSA
2014-09-01,GAMESTOP.COM/EBGAMES.COM,200760,Gamestop,GME
2014-10-01,1 VERIZON WAY,-93,Verizon,VZ
2015-11-01,SEARS HHO INC 4952,11372,Sears,SHLD
2014-01-01,TICKETMASTER*NEWSIES,3976,Ticketmaster,LMCA
2015-02-01,ROSS STORES #1598,565,"Ross Stores, Inc.",ROST
2016-03-01,DOMINO'S 1770,828,"Domino's Pizza, Inc.",DPZ
2016-03-01,MCDONALD'S F11343,369,McDonalds Corporation,MCD
2015-08-01,DOLRTREE 119  00001198,2091,Dollar Tree,DLTR
2014-04-01,THE HOME DEPOT #8582,49135,Home Depot,HD
2014-04-01,FAMOUS FOOTWEAR #141023,1789,Famous Footwear,CAL
2015-08-01,T MOBILE 8945,3497,T-Mobile,TMUS
2016-04-01,SALLY BEAUTY #3370,433,Sally Beauty Supply,SBH
2014-04-01,BURGER KING #2640,562,Burger King,QSR-TSE
2014-04-01,AUTOZONE #5662,2826,Autozone,AZO
2014-09-01,RESIDENCE INNS PLANTA2140,2349,Residence Inn,MAR
2013-11-01,AUTOZONE #5308,898,Autozone,AZO
2013-11-01,WAL-MART #0907,29620,"Wal-Mart Stores, Inc.",WMT
2013-11-01,WAL-MART #0907,29620,"Wal-Mart Stores, Inc.",WMT
2015-03-01,"ZOE'S KITCHEN , BE",895,Zoes Kitchen,ZOES
2015-09-01,TM *FREAKNIGHT,26920,Ticketmaster,LMCA
2014-04-01,RITE AID STORE #11358,1424,Rite Aid,RAD
2015-09-01,BI-LO GROCERY #5613,3141,BI-LO,SEG
2015-10-01,LOWES #00750*,54097,Lowe's,LOW
2015-02-01,HIBBETT SPORTS #255,3319,"Hibbett Sports, Inc.",HIBB
2015-01-01,SONIC DRIVE IN #5503,303,Sonic Corp.,SONC
2014-11-01,WHOLEFDS HIL 10072,86528,"Whole Foods Market, Inc.",WFM
2014-12-01,WM SUPERCENTER #1586,60607,"Wal-Mart Stores, Inc.",WMT
2014-09-01,PAYPAL *HSN FLX 1 OF 4,1753,"HSN,Inc.",HSNI
2015-07-01,APPLEBEES 912030091201,3275,Applebee's Neighborhood Bar & Grill,DIN
2015-12-01,RUBY TUESDAY #7274,1394,Ruby Tuesday,RT
2016-06-01,JCPENNEY 2272,4298,"J.C Penney Company, Inc.",JCP
2015-10-01,PIZZA HUT 27113,290,Pizza Hut,YUM
2013-11-01,MICHAELS STORES 3746,4288,"Michaels Cos., Inc.",MIK
2015-05-01,WENDYS #2621,1336,Wendy's,WEN
2015-01-01,TACO BELL #23128,1935,Taco Bell,YUM
2015-02-01,JACK IN THE BOX #3294,252,Jack in the Box Inc.,JACK
2015-12-01,BURGER KING #2284  Q07,192,Burger King,QSR-TSE
2014-10-01,MCDONALD'S F24670,927,McDonalds Corporation,MCD
2015-01-01,BURGER KING #4054,82,Burger King,QSR-TSE
2015-06-01,CVS/PHARMACY #04686,3294,CVS Pharmacy,CVS
2015-12-01,OREILLY AUTO  00023473,521,"O Reilly Automotive, Inc.",ORLY
2015-09-01,OREILLY AUTO  00029835,2249,"O Reilly Automotive, Inc.",ORLY
2014-05-01,AUTOZONE #4801,2688,Autozone,AZO
2016-04-01,CIRCLE K 07084,1308,Circle K,ATD.B-TSE
2014-04-01,BUFFALO WILD WINGS WESTLA,810,Buffalo Wild Wings,BWLD
2014-03-01,WALGREENS #6512,2147,Walgreens,WBA
2016-01-01,WAL-MART #1802,63516,"Wal-Mart Stores, Inc.",WMT
2016-01-01,WALGREENS #7821,4965,Walgreens,WBA
2015-01-01,SMARTNFINAL51210105120,18912,Smart & Final,SFS
2014-06-01,WM SUPERCENTER #5041,12519,"Wal-Mart Stores, Inc.",WMT
2015-02-01,DAYS INN WILDWOOD,1423,Days Inn,WYN
2015-01-01,WM SUPERCENTER #5893,2527,"Wal-Mart Stores, Inc.",WMT
2014-01-01,JOS. A. BANK # 570,4572,Jos.A.Bank,TLRD
2015-12-01,MCDONALD'S F17076,799,McDonalds Corporation,MCD
2016-04-01,SPLENDID #872,3255,Splendid,VFC
2016-01-01,WENDY'S 0608,716,Wendy's,WEN
