tickerID,IQ_BUS_SEG_PRIMARY_PIC_ABS,IQ_BUS_SEG_SECONDARY_PIC_ABS,IQ_BUS_SEG_PRIMARY_SIC_ABS,IQ_BUS_SEG_SECONDARY_SIC_ABS,IQ_INDUSTRY_SECTOR,IQ_INDUSTRY_GROUP,IQ_INDUSTRY,IQ_PRIMARY_INDUSTRY,IQ_PRIMARY_INDUSTRY_SUBSECTOR5_ID,IQ_PRIMARY_INDUSTRY_SUBSECTOR5_NAME,IQ_PRIMARY_INDUSTRY_SUBSECTOR6_ID,IQ_PRIMARY_SIC_CODE,IQ_PRIMARY_SIC_INDUSTRY,IQ_COMPANY_TYPE,IQ_PICS_CODE,IQ_BUS_SEG_NAIC_ABS
NYSE:CW,Industrial Machinery ,Heavy Electrical Equipment ,Pumps and pumping equipment (3561),Motors and generators (3621),Industrials,Capital Goods,Aerospace and Defense,Aerospace and Defense,3021750,Defense Electronics,(Invalid Subsector ID),3728,Aircraft parts and equipment ,Public Company,20101010,Pump and Pumping Equipment Manufacturing (333911)
NasdaqGS:TCBI,Regional Banks ,Asset Management & Custody Banks ,Commercial banks (6020),Investment offices (6720),Financials,Banks,Banks,Regional Banks,0,0,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Commercial Banking (522110)
NYSE:GDDY,Internet Software & Services ,Application Software ,Information retrieval services (7375),Prepackaged software (7372),Information Technology,Software and Services,Internet Software and Services,Internet Software and Services,8021200,Online Services,(Invalid Subsector ID),7370,"Computer programming, data processing, and other computer related services",Public Company,45101010,"Data Processing, Hosting, and Related Services (518)"
NYSE:EME,0,0,0,0,Industrials,Capital Goods,Construction and Engineering,Construction and Engineering,3041100,Commercial Construction and Engineering,(Invalid Subsector ID),1731,Electrical work,Public Company,20103010,0
NYSE:ELLI,Application Software ,Internet Software & Services ,Prepackaged software (7372),Information retrieval services (7375),Information Technology,Software and Services,Software,Application Software,8041350,Enterprise Software,(Invalid Subsector ID),7372,Prepackaged software,Public Company,45103010,Software Publishers (511210)
NYSE:GRUB,Internet Software & Services ,0,Information retrieval services (7375),0,Information Technology,Software and Services,Internet Software and Services,Internet Software and Services,8021200,Online Services,(Invalid Subsector ID),7370,"Computer programming, data processing, and other computer related services",Public Company,45101010,"Data Processing, Hosting, and Related Services (518)"
NasdaqGS:COLM,"Apparel, Accessories & Luxury Goods ",Footwear ,Apparel and other finished products made from fabrics and similar materials (2300),"Men's footwear, except athletic (3143)",Consumer Discretionary,Consumer Durables and Apparel,"Textiles, Apparel and Luxury Goods","Apparel, Accessories and Luxury Goods",4131200,Accessories,(Invalid Subsector ID),2300,Apparel and other finished products made from fabrics and similar materials,Public Company,25203010,Cut and Sew Apparel Manufacturing (3152)
NasdaqGS:LOPE,Education Services ,Internet Software & Services ,Educational services (8200),Information retrieval services (7375),Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services,3112401,Schools,(Invalid Subsector ID),8200,Educational services,Public Company,25302010,"Colleges, Universities, and Professional Schools (611310)"
NYSE:DST,0,0,0,0,Information Technology,Software and Services,IT Services,Data Processing and Outsourced Services,8032100,Infrastructure Services,(Invalid Subsector ID),7374,Data processing and preparation,Public Company,45102020,0
NYSE:CNX,0,0,0,0,Energy,Energy,"Oil, Gas and Consumable Fuels",Coal and Consumable Fuels,2052003,Bituminous Coal And Lignite Mining,(Invalid Subsector ID),1220,Bituminous coal and lignite mining,Public Company,10102050,0
NasdaqGM:PFPT,Systems Software ,Internet Software & Services ,Prepackaged software (7372),Information retrieval services (7375),Information Technology,Software and Services,Software,Systems Software,0,0,(Invalid Subsector ID),7372,Prepackaged software,Public Company,45103020,Software Publishers (511210)
NasdaqGS:VSAT,Aerospace & Defense ,Communications Equipment ,Search and navigation equipment (3812),Radio and Television communications equipment (3663),Information Technology,Technology Hardware and Equipment,Communications Equipment,Communications Equipment,8111200,Networking Equipment,(Invalid Subsector ID),3663,Radio and Television communications equipment,Public Company,45201020,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing (334511)"
NasdaqGS:SAVE,Airlines ,0,"Air transportation, scheduled (4512)",0,Industrials,Transportation,Airlines,Airlines,3221100,Commercial Airlines,(Invalid Subsector ID),4512,"Air transportation, scheduled",Public Company,20302010,Scheduled Passenger Air Transportation (481111)
NYSE:SWX,Construction & Engineering ,Construction & Engineering ,Construction – special trade contractors (1700),Heavy construction other than building construction – contractors (1600),Utilities,Utilities,Gas Utilities,Gas Utilities,1033200,Oil and Gas Distribution,(Invalid Subsector ID),4923,Gas transmission and distribution,Public Company,55102010,Specialty Trade Contractors (238)
NYSE:TEP,Oil & Gas Storage & Transportation ,0,Natural gas transmission (4922),0,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Storage and Transportation,1033307,Natural Gas Pipelines,(Invalid Subsector ID),4922,Natural gas transmission,Public Company,10102040,Pipeline Transportation of Natural Gas (486210)
NYSE:CST,Automotive Retail ,Food Retail ,Gasoline service stations (5541),Grocery stores (5411),Consumer Discretionary,Retailing,Specialty Retail,Automotive Retail,4444850,Oil and Gas Retail,(Invalid Subsector ID),5500,Automotive dealers and gasoline service stations,Public Company,25504050,Other Gasoline Stations (447190)
NYSE:SKX,Footwear ,Footwear ,"Men's footwear, except athletic (3143)","Women's footwear, except athletic (3144)",Consumer Discretionary,Consumer Durables and Apparel,"Textiles, Apparel and Luxury Goods",Footwear,4132410,Athletic Footwear,(Invalid Subsector ID),3140,"Footwear, except rubber",Public Company,25203020,Footwear Manufacturing (316210)
NYSE:CHH,0,0,0,0,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure","Hotels, Resorts and Cruise Lines",4212100,Lodging,(Invalid Subsector ID),6794,Patent owners and lessors,Public Company,25301020,0
NasdaqGS:OPK,Pharmaceuticals ,Biotechnology ,Drugs (2830),Commercial physical research (8731),Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,0,0,(Invalid Subsector ID),8071,Medical laboratories,Public Company,35201010,Pharmaceutical and Medicine Manufacturing (32541)
NYSE:ASB,Regional Banks ,Consumer Finance ,Commercial banks (6020),Personal credit institutions (6141),Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Commercial Banking (522110)
NasdaqGS:LFUS,Electronic Components ,Electrical Components & Equipment ,Electronic components and accessories (3670),Electrical industrial apparatus (3620),Information Technology,Technology Hardware and Equipment,"Electronic Equipment, Instruments and Components",Electronic Components,8131100,Electronic Components,(Invalid Subsector ID),3613,Switchgear and switchboard apparatus,Public Company,45203015,Semiconductor and Other Electronic Component Manufacturing (33441)
NYSE:BKH,0,0,0,0,Utilities,Utilities,Multi-Utilities,Multi-Utilities,0,0,(Invalid Subsector ID),4911,Electric services,Public Company,55103010,0
NYSE:CAB,Internet and Direct Marketing Retail ,Internet and Direct Marketing Retail ,Nonstore retailers (5960),Catalog and mail-order houses (5961),Consumer Discretionary,Retailing,Specialty Retail,Specialty Stores,4444700,Gift and Novelty Stores,(Invalid Subsector ID),5940,Miscellaneous shopping goods stores,Public Company,25504040,Electronic Shopping (454111)
NasdaqGS:IART,Health Care Equipment ,Health Care Supplies ,"Surgical, medical, and dental instruments and supplies (3840)",Surgical and medical instruments (3841),Healthcare,Healthcare Equipment and Services,Healthcare Equipment and Supplies,Healthcare Equipment,6021100,Medical Equipment,(Invalid Subsector ID),3842,Surgical appliances and supplies,Public Company,35101010,Medical Equipment and Supplies Manufacturing (33911)
NasdaqGS:NUVA,Health Care Equipment ,Health Care Supplies ,"Surgical, medical, and dental instruments and supplies (3840)",Surgical appliances and supplies (3842),Healthcare,Healthcare Equipment and Services,Healthcare Equipment and Supplies,Healthcare Equipment,6021100,Medical Equipment,(Invalid Subsector ID),3841,Surgical and medical instruments,Public Company,35101010,Medical Equipment and Supplies Manufacturing (33911)
NYSE:OGS,Gas Utilities ,0,Gas production and distribution (4920),0,Utilities,Utilities,Gas Utilities,Gas Utilities,1033200,Oil and Gas Distribution,(Invalid Subsector ID),4924,Natural gas distribution,Public Company,55102010,Natural Gas Distribution (221210)
NYSE:KEX,Marine ,Aerospace & Defense ,Water transportation (4400),Ship building and repairing (3731),Industrials,Transportation,Marine,Marine,3231300,Commercial Marine Crafts,(Invalid Subsector ID),4400,Water transportation,Public Company,20303010,Water Transportation (483)
NasdaqGS:LPLA,Investment Banking & Brokerage ,Asset Management & Custody Banks ,"Security and commodity brokers, dealers, exchanges, and services (6200)",Investment advice (6282),Financials,Diversified Financials,Capital Markets,Investment Banking and Brokerage,7132200,Securities and Commodities Markets Services,(Invalid Subsector ID),6211,Security brokers and dealers,Public Company,40203020,Securities and Commodity Contracts Intermediation and Brokerage (5231)
NYSE:BKU,Regional Banks ,0,National commercial banks (6021),0,Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Commercial Banking (522110)
NYSE:CLGX,Thrifts & Mortgage Finance ,0,Loan brokers (6163),0,Information Technology,Software and Services,IT Services,Data Processing and Outsourced Services,0,0,(Invalid Subsector ID),7374,Data processing and preparation,Public Company,45102020,Mortgage and Nonmortgage Loan Brokers (522310)
NYSE:ALE,0,0,0,0,Utilities,Utilities,Electric Utilities,Electric Utilities,9521200,Electric Power Generation By Fossil Fuels,(Invalid Subsector ID),4931,Electric and other services combined,Public Company,55101010,0
NYSE:OI,Metal & Glass Containers ,0,Glass containers (3221),0,Materials,Materials,Containers and Packaging,Metal and Glass Containers,2041200,Glass Packaging,(Invalid Subsector ID),3221,Glass containers,Public Company,15103010,Glass Container Manufacturing (327213)
NYSE:COTV,Health Care Technology ,0,Prepackaged software (7372),0,Healthcare,Healthcare Equipment and Services,Health Care Technology,Health Care Technology,0,0,(Invalid Subsector ID),7389,Business services,Public Company,35103010,Software Publishers (511210)
NasdaqGS:LNCE,Packaged Foods & Meats ,Packaged Foods & Meats ,Food and kindred products (2000),Bakery products (2050),Consumer Staples,"Food, Beverage and Tobacco",Food Products,Packaged Foods and Meats,5122700,Bread and Bakery Products,(Invalid Subsector ID),2052,Cookies and crackers,Public Company,30202030,Food Manufacturing (311)
NasdaqGS:AMCX,Cable & Satellite ,0,Cable and other pay Television services (4841),0,Consumer Discretionary,Media,Media,Broadcasting,4312101,Television,(Invalid Subsector ID),4833,Television broadcasting stations,Public Company,25401020,Cable and Other Subscription Programming (515210)
NasdaqGS:TECD,Technology Distributors ,Technology Distributors ,"Computers, peripherals and software (5045)",Electronic parts and equipment (5065),Information Technology,Technology Hardware and Equipment,"Electronic Equipment, Instruments and Components",Technology Distributors,8133400,Communications Equipment Distribution,(Invalid Subsector ID),5045,"Computers, peripherals and software",Public Company,45203030,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers (423430)
NYSE:RDN,Thrifts & Mortgage Finance ,0,Surety insurance (6351),0,Financials,Banks,Thrifts and Mortgage Finance,Thrifts and Mortgage Finance,0,0,(Invalid Subsector ID),6351,Surety insurance,Public Company,40102010,Direct Property and Casualty Insurance Carriers (524126)
NYSE:SXT,Packaged Foods & Meats ,Specialty Chemicals ,Food preparations (2099),Cyclic crudes and intermediates (2865),Materials,Materials,Chemicals,Specialty Chemicals,0,0,(Invalid Subsector ID),2860,Industrial organic chemicals,Public Company,15101050,Seasoning and Dressing Manufacturing (31194)
NYSE:TKR,Industrial Machinery ,0,General industrial machinery and equipment (3560),0,Industrials,Capital Goods,Machinery,Industrial Machinery,3072001,Machinery Components,(Invalid Subsector ID),3562,Ball and roller bearings,Public Company,20106020,Ball and Roller Bearing Manufacturing (332991)
NYSE:RBC,Heavy Electrical Equipment ,Industrial Machinery ,Motors and generators (3621),Pumps and pumping equipment (3561),Industrials,Capital Goods,Electrical Equipment,Electrical Components and Equipment,0,0,(Invalid Subsector ID),3621,Motors and generators,Public Company,20104010,"Engine, Turbine, and Power Transmission Equipment Manufacturing (33361)"
NasdaqGS:UMBF,Consumer Finance ,Insurance Brokers ,Personal credit institutions (6141),"Insurance agents, brokers, and service (6411)",Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Nondepository Credit Intermediation (5222)
NasdaqCM:EXAS,Health Care Equipment ,Health Care Equipment ,"Surgical, medical, and dental instruments and supplies (3840)","Surgical, medical, and dental instruments and supplies (3840)",Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,0,0,(Invalid Subsector ID),8731,Commercial physical research,Public Company,35201010,Electromedical and Electrotherapeutic Apparatus Manufacturing (334510)
NYSE:NJR,0,0,0,0,Utilities,Utilities,Gas Utilities,Gas Utilities,1033200,Oil and Gas Distribution,(Invalid Subsector ID),4924,Natural gas distribution,Public Company,55102010,0
NYSE:TUP,Housewares & Specialties ,Personal Products ,Cutlery (3421),Toilet preparations (2844),Consumer Discretionary,Consumer Durables and Apparel,Household Durables,Housewares and Specialties,4115100,Kitchen Housewares,(Invalid Subsector ID),3089,Plastics products,Public Company,25201050,Cutlery and Handtool Manufacturing (33221)
NYSE:SUN,Oil & Gas Storage & Transportation ,0,Fuel dealers (5980),0,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Storage and Transportation,4444870,Fuel Dealers,(Invalid Subsector ID),5172,Petroleum products,Public Company,10102040,Fuel Dealers (454310)
NYSE:HGV,"Hotels, Resorts & Cruise Lines ",0,"Hotels, rooming houses, camps, and other lodging places (7000)",0,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure","Hotels, Resorts and Cruise Lines",4212100,Lodging,(Invalid Subsector ID),6532,Real estate dealers,Public Company,25301020,Accommodation (721)
NasdaqGS:PDCE,Oil & Gas Refining & Marketing ,0,Petroleum products (5172),0,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Exploration and Production,1032200,Oil and Gas Production,(Invalid Subsector ID),1311,Crude petroleum and natural gas,Public Company,10102020,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals) (424720)
NYSE:HRG,Packaged Foods & Meats ,Trading Companies & Distributors ,Fresh or frozen prepared fish (2092),Motor vehicles and motor vehicle parts and supplies - wholesale (5010),Consumer Staples,Household and Personal Products,Household Products,Household Products,5211600,Animal Care Products,(Invalid Subsector ID),3690,"Miscellaneous electrical machinery, equipment, and supplies",Public Company,30301010,Seafood Product Preparation and Packaging (31171)
NYSE:PRI,Life & Health Insurance ,0,Life insurance (6311),0,Financials,Insurance,Insurance,Life and Health Insurance,7212100,Life Insurance,(Invalid Subsector ID),6311,Life insurance,Public Company,40301020,Direct Life Insurance Carriers (524113)
NYSE:CNDT,Data Processing & Outsourced Services ,Office Services & Supplies ,Data processing and preparation (7374),Business services (7389),Information Technology,Software and Services,IT Services,Data Processing and Outsourced Services,8032100,Infrastructure Services,(Invalid Subsector ID),7374,Data processing and preparation,Public Company,45102020,"Data Processing, Hosting, and Related Services (518210)"
NYSE:HE,Independent Power and Renewable Electricity Producers ,0,Electric services (4910),0,Utilities,Utilities,Electric Utilities,Electric Utilities,9521700,Electric Power Distribution,(Invalid Subsector ID),4911,Electric services,Public Company,55101010,Electric Power Generation (22111)
NasdaqGS:LITE,Communications Equipment ,Communications Equipment ,Telephone and telegraph apparatus (3661),Telephone and telegraph apparatus (3661),Information Technology,Technology Hardware and Equipment,Communications Equipment,Communications Equipment,8111200,Networking Equipment,(Invalid Subsector ID),3576,Computer communications equipment,Public Company,45201020,Telephone Apparatus Manufacturing (334210)
NYSE:TWO,Mortgage Real Estate Investment Trusts  (40204010),0,Real estate investment trusts (6798),0,Financials,Diversified Financials,Mortgage Real Estate Investment Trusts (REITs),Mortgage REITs,0,0,(Invalid Subsector ID),6798,Real estate investment trusts,Public Company,40204010,Other Financial Vehicles (525990)
NYSE:SWN,0,0,0,0,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Exploration and Production,1032200,Oil and Gas Production,(Invalid Subsector ID),4923,Gas transmission and distribution,Public Company,10102020,0
NYSE:ENS,Electrical Components & Equipment ,Electrical Components & Equipment ,"Miscellaneous electrical machinery, equipment, and supplies (3690)",Electrical industrial apparatus (3620),Industrials,Capital Goods,Electrical Equipment,Electrical Components and Equipment,3051300,Batteries,(Invalid Subsector ID),3690,"Miscellaneous electrical machinery, equipment, and supplies",Public Company,20104010,Battery Manufacturing (33591)
NYSE:THG,Life & Health Insurance ,0,Life insurance (6311),0,Financials,Insurance,Insurance,Property and Casualty Insurance,7214100,Casualty,(Invalid Subsector ID),6331,"Fire, marine, and casualty insurance",Public Company,40301040,Direct Life Insurance Carriers (524113)
NYSE:STAY,"Hotels, Resorts & Cruise Lines ",0,Hotels and motels (7011),0,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure","Hotels, Resorts and Cruise Lines",4212100,Lodging,(Invalid Subsector ID),7011,Hotels and motels,Public Company,25301020,Hotels (except Casino Hotels) and Motels (721110)
NYSE:CNO,Life & Health Insurance ,Life & Health Insurance ,Hospital and medical service plans (6324),Life insurance (6311),Financials,Insurance,Insurance,Life and Health Insurance,7212200,Health and Medical Insurance,(Invalid Subsector ID),6321,Accident and health insurance,Public Company,40301020,Direct Health and Medical Insurance Carriers (524114)
NasdaqGS:LSTR,Trucking ,Railroads ,"Trucking and courier services, except air (4210)","Railroads, line-haul operating (4011)",Industrials,Transportation,Road and Rail,Trucking,3242100,Road Transportation of Freight,(Invalid Subsector ID),4213,"Trucking, except local",Public Company,20304020,Truck Transportation (484)
NasdaqGS:MBFI,Regional Banks ,Asset Management & Custody Banks ,Commercial banks (6020),Investment offices (6720),Financials,Banks,Banks,Regional Banks,0,0,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Commercial Banking (522110)
NYSE:VSM,Specialty Chemicals ,Industrial Gases ,Cyclic crudes and intermediates (2865),Industrial gases (2813),Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductor Equipment,0,0,(Invalid Subsector ID),2860,Industrial organic chemicals,Public Company,45301010,Synthetic Dye and Pigment Manufacturing (325130)
NYSE:TRCO,Broadcasting ,Broadcasting ,Television broadcasting stations (4833),Radio broadcasting stations (4832),Consumer Discretionary,Media,Media,Broadcasting,4312100,Radio,(Invalid Subsector ID),4833,Television broadcasting stations,Public Company,25401020,Television Broadcasting (515120)
NYSE:MTZ,Construction & Engineering ,0,Heavy construction other than building construction – contractors (1600),0,Industrials,Capital Goods,Construction and Engineering,Construction and Engineering,3041500,Construction Support Services,(Invalid Subsector ID),1623,"Water, sewer, and utility lines",Public Company,20103010,Heavy and Civil Engineering Construction (237)
NYSE:ITT,Industrial Machinery ,Water Utilities ,Pumps and pumping equipment (3561),Refuse systems (4953),Industrials,Capital Goods,Machinery,Industrial Machinery,3072600,Pumps and Pumping Equipment,(Invalid Subsector ID),3561,Pumps and pumping equipment,Public Company,20106020,Pump and Pumping Equipment Manufacturing (333911)
NasdaqGS:HOMB,Regional Banks ,Property & Casualty Insurance ,Commercial banks (6020),"Fire, marine, and casualty insurance (6331)",Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Commercial Banking (522110)
NYSE:CIEN,Communications Equipment ,0,Telephone and telegraph apparatus (3661),0,Information Technology,Technology Hardware and Equipment,Communications Equipment,Communications Equipment,8111400,Communications Processing Equipment,(Invalid Subsector ID),3661,Telephone and telegraph apparatus,Public Company,45201020,Telephone Apparatus Manufacturing (334210)
NasdaqGS:SBGI,Broadcasting ,0,Television broadcasting stations (4833),0,Consumer Discretionary,Media,Media,Broadcasting,4312101,Television,(Invalid Subsector ID),4833,Television broadcasting stations,Public Company,25401020,Television Broadcasting (515120)
NasdaqGS:ENTG,Semiconductor Equipment ,0,Special industry machinery (3559),0,Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductor Equipment,8211100,Semiconductor Manufacturing Machinery,(Invalid Subsector ID),3559,Special industry machinery,Public Company,45301010,Semiconductor Machinery Manufacturing (333242)
NasdaqGS:SLGN,Metal & Glass Containers ,0,Metal cans and shipping containers (3410),0,Materials,Materials,Containers and Packaging,Metal and Glass Containers,2041010,Metal Packaging,(Invalid Subsector ID),3411,Metal cans,Public Company,15103010,"Metal Can, Box, and Other Metal Container (Light Gauge) Manufacturing (33243)"
NYSE:CIM,Mortgage Real Estate Investment Trusts  (40204010),0,Real estate investment trusts (6798),0,Financials,Diversified Financials,Mortgage Real Estate Investment Trusts (REITs),Mortgage REITs,0,0,(Invalid Subsector ID),6798,Real estate investment trusts,Public Company,40204010,Other Financial Vehicles (525990)
NYSE:R,0,0,0,0,Industrials,Transportation,Road and Rail,Trucking,4444820,Motor Vehicle Rental and Leasing,(Invalid Subsector ID),7510,"Automotive rental and leasing, without drivers",Public Company,20304020,0
NasdaqGS:HCSG,Research & Consulting Services ,Research & Consulting Services ,Management and public relations services (8740),Management and public relations services (8740),Industrials,Commercial and Professional Services,Commercial Services and Supplies,Diversified Support Services,0,0,(Invalid Subsector ID),7340,Services to dwellings and other buildings,Public Company,20201070,"Management, Scientific, and Technical Consulting Services (5416)"
NasdaqGS:TXRH,Restaurants ,Office Services & Supplies ,Eating places (5812),Management and public relations services (8740),Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Restaurants,4214100,Full Service Restaurants,(Invalid Subsector ID),5812,Eating places,Public Company,25301040,Full-Service Restaurants (722511)
NasdaqGS:ACAD,0,0,0,0,Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,0,0,(Invalid Subsector ID),2836,Biological products except diagnostic,Public Company,35201010,0
NYSE:DY,Construction & Engineering ,Construction & Engineering ,Construction – special trade contractors (1700),Construction – special trade contractors (1700),Industrials,Capital Goods,Construction and Engineering,Construction and Engineering,3041500,Construction Support Services,(Invalid Subsector ID),1623,"Water, sewer, and utility lines",Public Company,20103010,Specialty Trade Contractors (238)
NYSE:X,Steel ,Oil & Gas Equipment & Services ,"Steel works, blast furnaces, and rolling and finishing mills (3310)",Oil and gas field machinery (3533),Materials,Materials,Metals and Mining,Steel,2055006,"Steel Works, Blast Furnaces, And Finishing Mills",(Invalid Subsector ID),3312,Blast furnaces and steel mills,Public Company,15104050,Iron and Steel Mills and Ferroalloy Manufacturing (33111)
NYSE:FND,Home Improvement Retail ,Internet and Direct Marketing Retail ,"Building materials, hardware, garden supply, and mobile home dealers (5200)",Nonstore retailers (5960),Consumer Discretionary,Retailing,Specialty Retail,Home Improvement Retail,4443100,Building Product and Home Supply Stores,(Invalid Subsector ID),5211,Lumber and other building materials,Public Company,25504030,Building Material and Supplies Dealers (4441)
NasdaqCM:CDEV,Asset Management & Custody Banks ,0,Investment offices (6720),0,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Exploration and Production,1032200,Oil and Gas Production,(Invalid Subsector ID),1311,Crude petroleum and natural gas,Public Company,10102020,Other Financial Vehicles (525990)
NYSE:SR,Construction & Engineering ,0,"Engineering, architectural, and surveying services (8710)",0,Utilities,Utilities,Gas Utilities,Gas Utilities,1033200,Oil and Gas Distribution,(Invalid Subsector ID),4924,Natural gas distribution,Public Company,55102010,"Architectural, Engineering, and Related Services (5413)"
NasdaqGS:ILG,"Hotels, Resorts & Cruise Lines ",Real Estate Operating Companies ,Arrangement of passenger transportation (4720),Real estate operators (except developers) and lessors (6510),Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure","Hotels, Resorts and Cruise Lines",4212100,Lodging,(Invalid Subsector ID),6532,Real estate dealers,Public Company,25301020,Travel Arrangement and Reservation Services (5615)
NYSE:BOH,Regional Banks ,Property & Casualty Insurance ,Commercial banks (6020),"Fire, marine, and casualty insurance (6331)",Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Commercial Banking (522110)
NYSE:VMI,Agricultural and Farm Machinery ,Industrial Machinery ,Farm machinery and equipment (3523),General industrial machinery and equipment (3560),Industrials,Capital Goods,Construction and Engineering,Construction and Engineering,0,0,(Invalid Subsector ID),3440,Fabricated structural metal products,Public Company,20103010,Farm Machinery and Equipment Manufacturing (333111)
NYSE:GHC,Publishing ,Publishing ,"Printing, publishing, and allied industries (2700)",Miscellaneous publishing (2741),Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services,3112401,Schools,(Invalid Subsector ID),8200,Educational services,Public Company,25302010,"Newspaper, Periodical, Book, and Directory Publishers (5111)"
NYSE:CLH,Environmental & Facilities Services ,0,Sanitary services (4950),0,Industrials,Commercial and Professional Services,Commercial Services and Supplies,Environmental and Facilities Services,3114100,Sanitary Services,(Invalid Subsector ID),4955,Hazardous waste management,Public Company,20201050,Waste Management and Remediation Services (562)
NYSE:LPX,Building Products ,Building Products ,"Stone, clay, glass, and concrete products (3200)","Metal doors, sash, and trim (3442)",Materials,Materials,Paper and Forest Products,Forest Products,2061100,Forestry Services,(Invalid Subsector ID),2400,"Lumber and wood products, except furniture",Public Company,15105010,Sawmills (321113)
NasdaqGS:LANC,Packaged Foods & Meats ,Packaged Foods & Meats ,Food preparations (2099),"Canned, frozen, and preserved fruits, vegetables, and food specialties (2030)",Consumer Staples,"Food, Beverage and Tobacco",Food Products,Packaged Foods and Meats,5122700,Bread and Bakery Products,(Invalid Subsector ID),2030,"Canned, frozen, and preserved fruits, vegetables, and food specialties",Public Company,30202030,Seasoning and Dressing Manufacturing (31194)
NasdaqGS:NTCT,0,0,0,0,Information Technology,Technology Hardware and Equipment,Communications Equipment,Communications Equipment,8111200,Networking Equipment,(Invalid Subsector ID),7373,Computer integrated systems design,Public Company,45201020,0
NYSE:DLX,Commercial Printing ,Office Services & Supplies ,Commercial printing (2750),Manufacturing industries  (3999),Industrials,Commercial and Professional Services,Commercial Services and Supplies,Commercial Printing,3111100,Printing Services,(Invalid Subsector ID),2780,"Blankbooks, looseleaf binders, and bookbinding and related work",Public Company,20201010,Commercial Printing (except Screen and Books) (323111)
NasdaqGS:SFM,Food Retail ,0,Grocery stores (5411),0,Consumer Staples,Food and Staples Retailing,Food and Staples Retailing,Food Retail,5023100,Grocery Stores,(Invalid Subsector ID),5411,Grocery stores,Public Company,30101030,Grocery Stores (4451)
NYSE:RBA,Diversified Support Services ,0,Business services (7389),0,Industrials,Commercial and Professional Services,Commercial Services and Supplies,Diversified Support Services,3112475,Commercial Auction Services ,(Invalid Subsector ID),7389,Business services,Public Company,20201070,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998)
NYSE:ENR,Electrical Components & Equipment ,0,"Miscellaneous electrical machinery, equipment, and supplies (3690)",Electric lighting and wiring equipment (3640),Consumer Staples,Household and Personal Products,Household Products,Household Products,0,0,(Invalid Subsector ID),3690,"Miscellaneous electrical machinery, equipment, and supplies",Public Company,30301010,Other Electrical Equipment and Component Manufacturing (3359)
NasdaqGS:BGCP,Investment Banking & Brokerage ,0,"Security and commodity brokers, dealers, exchanges, and services (6200)",0,Financials,Diversified Financials,Capital Markets,Investment Banking and Brokerage,7132200,Securities and Commodities Markets Services,(Invalid Subsector ID),6211,Security brokers and dealers,Public Company,40203020,Securities and Commodity Contracts Intermediation and Brokerage (5231)
NasdaqGS:CHFC,0,0,0,0,Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,0
NasdaqGS:MANH,Application Software ,IT Consulting & Other Services ,Prepackaged software (7372),Computer related services (7379),Information Technology,Software and Services,Software,Application Software,8041350,Enterprise Software,(Invalid Subsector ID),7373,Computer integrated systems design,Public Company,45103010,Software Publishers (511210)
